category,measurement,segment,min_interval,min_value,max_value,max_interval,token,exact_dose_token,make_extreme_value_quintile,manual_correction_range,added,observation_count,num_quantiles,original_token
labs,hemoglobin,below,(,7.4,7.6,],"labs_hemoglobin_(7.4,7.6]",0,1.0,,added,30536.0,5.0,lab_hemoglobin_below_2_to_8
labs,hemoglobin,below,(,7.6,7.7,],"labs_hemoglobin_(7.6,7.7]",0,1.0,,added,21890.0,5.0,lab_hemoglobin_below_2_to_8
labs,hemoglobin,below,(,7.7,8.6,],"labs_hemoglobin_(7.7,8.6]",0,,,,,,
labs,hemoglobin,below,(,8.6,9.6,],"labs_hemoglobin_(8.6,9.6]",0,,,,,,
labs,hemoglobin,below,(,9.6,10.7,],"labs_hemoglobin_(9.6,10.7]",0,,,,,,
labs,hemoglobin,below,(,10.7,12.0,],"labs_hemoglobin_(10.7,12.0]",0,,,,,,
labs,hemoglobin,normal,(,12.0,12.4,],"labs_hemoglobin_(12.0,12.4]",0,,,,,,
labs,hemoglobin,normal,(,12.4,12.9,],"labs_hemoglobin_(12.4,12.9]",0,,,,,,
labs,hemoglobin,normal,(,12.9,13.5,],"labs_hemoglobin_(12.9,13.5]",0,,,,,,
labs,hemoglobin,normal,(,13.5,14.4,],"labs_hemoglobin_(13.5,14.4]",0,,,,,,
labs,hemoglobin,normal,(,14.4,18.0,],"labs_hemoglobin_(14.4,18.0]",0,,,,,,
labs,hemoglobin,above,(,18.0,18.1,],"labs_hemoglobin_(18.0,18.1]",0,,,,,,
labs,hemoglobin,above,(,18.1,18.3,],"labs_hemoglobin_(18.1,18.3]",0,,,,,,
labs,hemoglobin,above,(,18.3,18.6,],"labs_hemoglobin_(18.3,18.6]",0,,,,,,
labs,hemoglobin,above,(,18.6,19.1,],"labs_hemoglobin_(18.6,19.1]",0,,,,,,
labs,hemoglobin,above,(,19.1,24.6,],"labs_hemoglobin_(19.1,24.6]",0,,,,,,
labs,inr,below,[,0.79,0.88,],"labs_inr_[0.79,0.88]",0,,,,,,
labs,inr,below,(,0.88,0.89,],"labs_inr_(0.88,0.89]",0,,,,,,
labs,inr,below,(,0.89,0.9,],"labs_inr_(0.89,0.9]",0,,,,,,
labs,inr,normal,(,0.9,0.98,],"labs_inr_(0.9,0.98]",0,,,,,,
labs,inr,normal,(,0.98,1.01,],"labs_inr_(0.98,1.01]",0,,,,,,
labs,inr,normal,(,1.01,1.04,],"labs_inr_(1.01,1.04]",0,,,,,,
labs,inr,normal,(,1.04,1.07,],"labs_inr_(1.04,1.07]",0,,,,,,
labs,inr,normal,(,1.07,1.1,],"labs_inr_(1.07,1.1]",0,,,,,,
labs,inr,above,(,1.1,1.15,],"labs_inr_(1.1,1.15]",0,,,,,,
labs,inr,above,(,1.15,1.23,],"labs_inr_(1.15,1.23]",0,,,,,,
labs,inr,above,(,1.23,1.39,],"labs_inr_(1.23,1.39]",0,,,,,,
labs,inr,above,(,1.39,1.79,],"labs_inr_(1.39,1.79]",0,,,,,,
labs,inr,above,(,1.79,1.95,],"labs_inr_(1.79,1.95]",0,1.0,,added,5419.0,5.0,lab_inr_above_2_to_15
labs,inr,above,(,1.95,2.16,],"labs_inr_(1.95,2.16]",0,1.0,,added,5540.0,5.0,lab_inr_above_2_to_15
labs,inr,above,(,2.16,2.47,],"labs_inr_(2.16,2.47]",0,1.0,,added,5439.0,5.0,lab_inr_above_2_to_15
labs,inr,above,(,2.47,3.08,],"labs_inr_(2.47,3.08]",0,1.0,,added,5333.0,5.0,lab_inr_above_2_to_15
labs,inr,above,(,3.08,14.98,],"labs_inr_(3.08,14.98]",0,1.0,,added,5297.0,5.0,lab_inr_above_2_to_15
labs,lactate,below,[,0.1,0.5,],"labs_lactate_[0.1,0.5]",0,,,,,,
labs,lactate,normal,(,0.5,0.9,],"labs_lactate_(0.5,0.9]",0,,,,,,
labs,lactate,normal,(,0.9,1.1,],"labs_lactate_(0.9,1.1]",0,,,,,,
labs,lactate,normal,(,1.1,1.3,],"labs_lactate_(1.1,1.3]",0,,,,,,
labs,lactate,normal,(,1.3,1.6,],"labs_lactate_(1.3,1.6]",0,,,,,,
labs,lactate,normal,(,1.6,2.0,],"labs_lactate_(1.6,2.0]",0,,,,,,
labs,lactate,above,(,2.0,2.2,],"labs_lactate_(2.0,2.2]",0,,,,,,
labs,lactate,above,(,2.2,2.7,],"labs_lactate_(2.2,2.7]",0,,,,,,
labs,lactate,above,(,2.7,3.4,],"labs_lactate_(2.7,3.4]",0,,,,,,
labs,lactate,above,(,3.4,5.4,],"labs_lactate_(3.4,5.4]",0,,,,,,
labs,lactate,above,(,5.4,6.2,],"labs_lactate_(5.4,6.2]",0,1.0,,added,3203.0,5.0,lab_lactate_above_5_to_30
labs,lactate,above,(,6.2,7.6,],"labs_lactate_(6.2,7.6]",0,1.0,,added,3577.0,5.0,lab_lactate_above_5_to_30
labs,lactate,above,(,7.6,9.6,],"labs_lactate_(7.6,9.6]",0,1.0,,added,3387.0,5.0,lab_lactate_above_5_to_30
labs,lactate,above,(,9.6,12.8,],"labs_lactate_(9.6,12.8]",0,1.0,,added,3195.0,5.0,lab_lactate_above_5_to_30
labs,lactate,above,(,12.8,30.0,],"labs_lactate_(12.8,30.0]",0,1.0,,added,3241.0,5.0,lab_lactate_above_5_to_30
labs,ldh,below,[,30.0,100.0,],"labs_ldh_[30.0,100.0]",0,,,,,,
labs,ldh,normal,(,100.0,139.0,],"labs_ldh_(100.0,139.0]",0,,,,,,
labs,ldh,normal,(,139.0,159.0,],"labs_ldh_(139.0,159.0]",0,,,,,,
labs,ldh,normal,(,159.0,175.0,],"labs_ldh_(159.0,175.0]",0,,,,,,
labs,ldh,normal,(,175.0,188.0,],"labs_ldh_(175.0,188.0]",0,,,,,,
labs,ldh,normal,(,188.0,200.0,],"labs_ldh_(188.0,200.0]",0,,,,,,
labs,ldh,above,(,200.0,264.0,],"labs_ldh_(200.0,264.0]",0,,,,,,
labs,ldh,above,(,264.0,347.0,],"labs_ldh_(264.0,347.0]",0,,,,,,
labs,ldh,above,(,347.0,476.0,],"labs_ldh_(347.0,476.0]",0,,,,,,
labs,ldh,above,(,476.0,719.0,],"labs_ldh_(476.0,719.0]",0,,,,,,
labs,ldh,above,(,719.0,9138.0,],"labs_ldh_(719.0,9138.0]",0,,,,,,
labs,magnesium,below,[,0.5,1.1,],"labs_magnesium_[0.5,1.1]",0,,,,,,
labs,magnesium,below,(,1.1,1.2,],"labs_magnesium_(1.1,1.2]",0,,,,,,
labs,magnesium,below,(,1.2,1.3,],"labs_magnesium_(1.2,1.3]",0,,,,,,
labs,magnesium,normal,(,1.3,1.7,],"labs_magnesium_(1.3,1.7]",0,,,,,,
labs,magnesium,normal,(,1.7,1.8,],"labs_magnesium_(1.7,1.8]",0,,,,,,
labs,magnesium,normal,(,1.8,1.9,],"labs_magnesium_(1.8,1.9]",0,,,,,,
labs,magnesium,normal,(,1.9,2.0,],"labs_magnesium_(1.9,2.0]",0,,,,,,
labs,magnesium,normal,(,2.0,2.1,],"labs_magnesium_(2.0,2.1]",0,,,,,,
labs,magnesium,above,(,2.1,2.2,],"labs_magnesium_(2.1,2.2]",0,,,,,,
labs,magnesium,above,(,2.2,2.3,],"labs_magnesium_(2.2,2.3]",0,,,,,,
labs,magnesium,above,(,2.3,2.4,],"labs_magnesium_(2.3,2.4]",0,,,,,,
labs,magnesium,above,(,2.4,10.0,],"labs_magnesium_(2.4,10.0]",0,,,,,,
labs,neutrophils_absolute,below,[,0.0,0.01,],"labs_neutrophils_absolute_[0.0,0.01]",0,1.0,1.0,added,2480.0,5.0,lab_neutrophils_absolute_below_-0p0_to_0p1
labs,neutrophils_absolute,below,(,0.01,0.02,],"labs_neutrophils_absolute_(0.01,0.02]",0,1.0,,added,2265.0,5.0,lab_neutrophils_absolute_below_-0p0_to_0p1
labs,neutrophils_absolute,below,(,0.02,0.04,],"labs_neutrophils_absolute_(0.02,0.04]",0,1.0,,added,2001.0,5.0,lab_neutrophils_absolute_below_-0p0_to_0p1
labs,neutrophils_absolute,below,(,0.04,0.07,],"labs_neutrophils_absolute_(0.04,0.07]",0,1.0,,added,1688.0,5.0,lab_neutrophils_absolute_below_-0p0_to_0p1
labs,neutrophils_absolute,below,(,0.07,0.11,],"labs_neutrophils_absolute_(0.07,0.11]",0,1.0,,added,1544.0,5.0,lab_neutrophils_absolute_below_-0p0_to_0p1
labs,neutrophils_absolute,below,(,0.11,0.64,],"labs_neutrophils_absolute_(0.11,0.64]",0,,,,,,
labs,neutrophils_absolute,below,(,0.64,1.26,],"labs_neutrophils_absolute_(0.64,1.26]",0,,,,,,
labs,neutrophils_absolute,below,(,1.26,1.68,],"labs_neutrophils_absolute_(1.26,1.68]",0,,,,,,
labs,neutrophils_absolute,below,(,1.68,2.0,],"labs_neutrophils_absolute_(1.68,2.0]",0,,,,,,
labs,neutrophils_absolute,normal,(,2.0,3.19,],"labs_neutrophils_absolute_(2.0,3.19]",0,,,,,,
labs,neutrophils_absolute,normal,(,3.19,4.15,],"labs_neutrophils_absolute_(3.19,4.15]",0,,,,,,
labs,neutrophils_absolute,normal,(,4.15,5.11,],"labs_neutrophils_absolute_(4.15,5.11]",0,,,,,,
labs,neutrophils_absolute,normal,(,5.11,6.18,],"labs_neutrophils_absolute_(5.11,6.18]",0,,,,,,
labs,neutrophils_absolute,normal,(,6.18,7.5,],"labs_neutrophils_absolute_(6.18,7.5]",0,,,,,,
labs,neutrophils_absolute,above,(,7.5,8.49,],"labs_neutrophils_absolute_(7.5,8.49]",0,,,,,,
labs,neutrophils_absolute,above,(,8.49,9.77,],"labs_neutrophils_absolute_(8.49,9.77]",0,,,,,,
labs,neutrophils_absolute,above,(,9.77,11.58,],"labs_neutrophils_absolute_(9.77,11.58]",0,,,,,,
labs,neutrophils_absolute,above,(,11.58,14.77,],"labs_neutrophils_absolute_(11.58,14.77]",0,,,,,,
labs,neutrophils_absolute,above,(,14.77,15.92,],"labs_neutrophils_absolute_(14.77,15.92]",0,1.0,,added,9740.0,5.0,lab_neutrophils_absolute_above_15_to_50
labs,neutrophils_absolute,above,(,15.92,17.5,],"labs_neutrophils_absolute_(15.92,17.5]",0,1.0,,added,9685.0,5.0,lab_neutrophils_absolute_above_15_to_50
labs,neutrophils_absolute,above,(,17.5,19.79,],"labs_neutrophils_absolute_(17.5,19.79]",0,1.0,,added,9731.0,5.0,lab_neutrophils_absolute_above_15_to_50
labs,neutrophils_absolute,above,(,19.79,23.97,],"labs_neutrophils_absolute_(19.79,23.97]",0,1.0,,added,9675.0,5.0,lab_neutrophils_absolute_above_15_to_50
labs,neutrophils_absolute,above,(,23.97,49.99,],"labs_neutrophils_absolute_(23.97,49.99]",0,1.0,,added,9670.0,5.0,lab_neutrophils_absolute_above_15_to_50
labs,pco2_arterial,below,[,1.8,24.7,],"labs_pco2_arterial_[1.8,24.7]",0,,,,,,
labs,pco2_arterial,below,(,24.7,28.5,],"labs_pco2_arterial_(24.7,28.5]",0,,,,,,
labs,pco2_arterial,below,(,28.5,31.9,],"labs_pco2_arterial_(28.5,31.9]",0,,,,,,
labs,pco2_arterial,below,(,31.9,34.0,],"labs_pco2_arterial_(31.9,34.0]",0,,,,,,
labs,pco2_arterial,below,(,34.0,35.0,],"labs_pco2_arterial_(34.0,35.0]",0,,,,,,
labs,pco2_arterial,normal,(,35.0,37.0,],"labs_pco2_arterial_(35.0,37.0]",0,,,,,,
labs,pco2_arterial,normal,(,37.0,39.0,],"labs_pco2_arterial_(37.0,39.0]",0,,,,,,
labs,pco2_arterial,normal,(,39.0,41.0,],"labs_pco2_arterial_(39.0,41.0]",0,,,,,,
labs,pco2_arterial,normal,(,41.0,43.0,],"labs_pco2_arterial_(41.0,43.0]",0,,,,,,
labs,pco2_arterial,normal,(,43.0,45.0,],"labs_pco2_arterial_(43.0,45.0]",0,,,,,,
labs,pco2_arterial,above,(,45.0,46.9,],"labs_pco2_arterial_(45.0,46.9]",0,,,,,,
labs,pco2_arterial,above,(,46.9,49.0,],"labs_pco2_arterial_(46.9,49.0]",0,,,,,,
labs,pco2_arterial,above,(,49.0,53.0,],"labs_pco2_arterial_(49.0,53.0]",0,,,,,,
labs,pco2_arterial,above,(,53.0,61.0,],"labs_pco2_arterial_(53.0,61.0]",0,,,,,,
labs,pco2_arterial,above,(,61.0,63.0,],"labs_pco2_arterial_(61.0,63.0]",0,1.0,,added,2510.0,5.0,lab_pco2_arterial_above_61_to_249
labs,pco2_arterial,above,(,63.0,67.0,],"labs_pco2_arterial_(63.0,67.0]",0,1.0,,added,3158.0,5.0,lab_pco2_arterial_above_61_to_249
labs,pco2_arterial,above,(,67.0,73.0,],"labs_pco2_arterial_(67.0,73.0]",0,1.0,,added,2930.0,5.0,lab_pco2_arterial_above_61_to_249
labs,pco2_arterial,above,(,73.0,83.0,],"labs_pco2_arterial_(73.0,83.0]",0,1.0,,added,2648.0,5.0,lab_pco2_arterial_above_61_to_249
labs,pco2_arterial,above,(,83.0,249.0,],"labs_pco2_arterial_(83.0,249.0]",0,1.0,,added,2423.0,5.0,lab_pco2_arterial_above_61_to_249
labs,pco2_venous,below,[,2.49,24.9,],"labs_pco2_venous_[2.49,24.9]",0,,,,,,
labs,pco2_venous,below,(,24.9,28.0,],"labs_pco2_venous_(24.9,28.0]",0,,,,,,
labs,pco2_venous,below,(,28.0,32.0,],"labs_pco2_venous_(28.0,32.0]",0,,,,,,
labs,pco2_venous,below,(,32.0,36.0,],"labs_pco2_venous_(32.0,36.0]",0,,,,,,
labs,pco2_venous,below,(,36.0,40.0,],"labs_pco2_venous_(36.0,40.0]",0,,,,,,
labs,pco2_venous,normal,(,40.0,41.8,],"labs_pco2_venous_(40.0,41.8]",0,,,,,,
labs,pco2_venous,normal,(,41.8,43.9,],"labs_pco2_venous_(41.8,43.9]",0,,,,,,
labs,pco2_venous,normal,(,43.9,46.0,],"labs_pco2_venous_(43.9,46.0]",0,,,,,,
labs,pco2_venous,normal,(,46.0,48.7,],"labs_pco2_venous_(46.0,48.7]",0,,,,,,
labs,pco2_venous,normal,(,48.7,52.0,],"labs_pco2_venous_(48.7,52.0]",0,,,,,,
labs,pco2_venous,above,(,52.0,54.0,],"labs_pco2_venous_(52.0,54.0]",0,,,,,,
labs,pco2_venous,above,(,54.0,56.7,],"labs_pco2_venous_(54.0,56.7]",0,,,,,,
labs,pco2_venous,above,(,56.7,60.8,],"labs_pco2_venous_(56.7,60.8]",0,,,,,,
labs,pco2_venous,above,(,60.8,68.0,],"labs_pco2_venous_(60.8,68.0]",0,,,,,,
labs,pco2_venous,above,(,68.0,70.14,],"labs_pco2_venous_(68.0,70.14]",0,1.0,,added,652.0,5.0,lab_pco2_venous_above_68_to_217
labs,pco2_venous,above,(,70.14,74.0,],"labs_pco2_venous_(70.14,74.0]",0,1.0,,added,775.0,5.0,lab_pco2_venous_above_68_to_217
labs,pco2_venous,above,(,74.0,79.0,],"labs_pco2_venous_(74.0,79.0]",0,1.0,,added,709.0,5.0,lab_pco2_venous_above_68_to_217
labs,pco2_venous,above,(,79.0,89.0,],"labs_pco2_venous_(79.0,89.0]",0,1.0,,added,688.0,5.0,lab_pco2_venous_above_68_to_217
labs,pco2_venous,above,(,89.0,217.0,],"labs_pco2_venous_(89.0,217.0]",0,1.0,,added,656.0,5.0,lab_pco2_venous_above_68_to_217
labs,ph_arterial,below,[,6.5,7.09,],"labs_ph_arterial_[6.5,7.09]",0,1.0,,added,2015.0,5.0,lab_ph_arterial_below_6p6_to_7p2
labs,ph_arterial,below,(,7.09,7.151,],"labs_ph_arterial_(7.09,7.151]",0,1.0,,added,2046.0,5.0,lab_ph_arterial_below_6p6_to_7p2
labs,ph_arterial,below,(,7.151,7.185,],"labs_ph_arterial_(7.151,7.185]",0,1.0,,added,2090.0,5.0,lab_ph_arterial_below_6p6_to_7p2
labs,ph_arterial,below,(,7.185,7.209,],"labs_ph_arterial_(7.185,7.209]",0,1.0,,added,2082.0,5.0,lab_ph_arterial_below_6p6_to_7p2
labs,ph_arterial,below,(,7.209,7.226,],"labs_ph_arterial_(7.209,7.226]",0,1.0,,added,2080.0,5.0,lab_ph_arterial_below_6p6_to_7p2
labs,ph_arterial,below,(,7.226,7.28,],"labs_ph_arterial_(7.226,7.28]",0,,,,,,
labs,ph_arterial,below,(,7.28,7.311,],"labs_ph_arterial_(7.28,7.311]",0,,,,,,
labs,ph_arterial,below,(,7.311,7.333,],"labs_ph_arterial_(7.311,7.333]",0,,,,,,
labs,ph_arterial,below,(,7.333,7.35,],"labs_ph_arterial_(7.333,7.35]",0,,,,,,
labs,ph_arterial,normal,(,7.35,7.374,],"labs_ph_arterial_(7.35,7.374]",0,,,,,,
labs,ph_arterial,normal,(,7.374,7.395,],"labs_ph_arterial_(7.374,7.395]",0,,,,,,
labs,ph_arterial,normal,(,7.395,7.413,],"labs_ph_arterial_(7.395,7.413]",0,,,,,,
labs,ph_arterial,normal,(,7.413,7.431,],"labs_ph_arterial_(7.413,7.431]",0,,,,,,
labs,ph_arterial,normal,(,7.431,7.45,],"labs_ph_arterial_(7.431,7.45]",0,,,,,,
labs,ph_arterial,above,(,7.45,7.459,],"labs_ph_arterial_(7.45,7.459]",0,,,,,,
labs,ph_arterial,above,(,7.459,7.471,],"labs_ph_arterial_(7.459,7.471]",0,,,,,,
labs,ph_arterial,above,(,7.471,7.486,],"labs_ph_arterial_(7.471,7.486]",0,,,,,,
labs,ph_arterial,above,(,7.486,7.508,],"labs_ph_arterial_(7.486,7.508]",0,,,,,,
labs,ph_arterial,above,(,7.508,8.136,],"labs_ph_arterial_(7.508,8.136]",0,,,,,,
labs,ph_venous,below,[,6.55,7.081,],"labs_ph_venous_[6.55,7.081]",0,1.0,,added,567.0,5.0,lab_ph_venous_below_6p6_to_7p2
labs,ph_venous,below,(,7.081,7.137,],"labs_ph_venous_(7.081,7.137]",0,1.0,,added,572.0,5.0,lab_ph_venous_below_6p6_to_7p2
labs,ph_venous,below,(,7.137,7.169,],"labs_ph_venous_(7.137,7.169]",0,1.0,,added,586.0,5.0,lab_ph_venous_below_6p6_to_7p2
labs,ph_venous,below,(,7.169,7.192,],"labs_ph_venous_(7.169,7.192]",0,1.0,,added,579.0,5.0,lab_ph_venous_below_6p6_to_7p2
labs,ph_venous,below,(,7.192,7.208,],"labs_ph_venous_(7.192,7.208]",0,1.0,,added,584.0,5.0,lab_ph_venous_below_6p6_to_7p2
labs,ph_venous,below,(,7.208,7.254,],"labs_ph_venous_(7.208,7.254]",0,,,,,,
labs,ph_venous,below,(,7.254,7.28,],"labs_ph_venous_(7.254,7.28]",0,,,,,,
labs,ph_venous,below,(,7.28,7.298,],"labs_ph_venous_(7.28,7.298]",0,,,,,,
labs,ph_venous,below,(,7.298,7.31,],"labs_ph_venous_(7.298,7.31]",0,,,,,,
labs,ph_venous,normal,(,7.31,7.339,],"labs_ph_venous_(7.31,7.339]",0,,,,,,
labs,ph_venous,normal,(,7.339,7.36,],"labs_ph_venous_(7.339,7.36]",0,,,,,,
labs,ph_venous,normal,(,7.36,7.378,],"labs_ph_venous_(7.36,7.378]",0,,,,,,
labs,ph_venous,normal,(,7.378,7.394,],"labs_ph_venous_(7.378,7.394]",0,,,,,,
labs,ph_venous,normal,(,7.394,7.41,],"labs_ph_venous_(7.394,7.41]",0,,,,,,
labs,ph_venous,above,(,7.41,7.42,],"labs_ph_venous_(7.41,7.42]",0,,,,,,
labs,ph_venous,above,(,7.42,7.434,],"labs_ph_venous_(7.42,7.434]",0,,,,,,
labs,ph_venous,above,(,7.434,7.452,],"labs_ph_venous_(7.434,7.452]",0,,,,,,
labs,ph_venous,above,(,7.452,7.48,],"labs_ph_venous_(7.452,7.48]",0,,,,,,
labs,ph_venous,above,(,7.48,7.872,],"labs_ph_venous_(7.48,7.872]",0,,,,,,
labs,phosphate,below,[,0.6,1.7,],"labs_phosphate_[0.6,1.7]",0,,,,,,
labs,phosphate,below,(,1.7,2.0,],"labs_phosphate_(1.7,2.0]",0,,,,,,
labs,phosphate,below,(,2.0,2.1,],"labs_phosphate_(2.0,2.1]",0,,,,,,
labs,phosphate,below,(,2.1,2.2,],"labs_phosphate_(2.1,2.2]",0,,,,,,
labs,phosphate,below,(,2.2,2.3,],"labs_phosphate_(2.2,2.3]",0,,,,,,
labs,phosphate,normal,(,2.3,2.8,],"labs_phosphate_(2.3,2.8]",0,,,,,,
labs,phosphate,normal,(,2.8,3.1,],"labs_phosphate_(2.8,3.1]",0,,,,,,
labs,phosphate,normal,(,3.1,3.5,],"labs_phosphate_(3.1,3.5]",0,,,,,,
labs,phosphate,normal,(,3.5,3.9,],"labs_phosphate_(3.5,3.9]",0,,,,,,
labs,phosphate,normal,(,3.9,4.7,],"labs_phosphate_(3.9,4.7]",0,,,,,,
labs,phosphate,above,(,4.7,4.9,],"labs_phosphate_(4.7,4.9]",0,,,,,,
labs,phosphate,above,(,4.9,5.2,],"labs_phosphate_(4.9,5.2]",0,,,,,,
labs,phosphate,above,(,5.2,5.7,],"labs_phosphate_(5.2,5.7]",0,,,,,,
labs,phosphate,above,(,5.7,6.7,],"labs_phosphate_(5.7,6.7]",0,,,,,,
labs,phosphate,above,(,6.7,15.0,],"labs_phosphate_(6.7,15.0]",0,,,,,,
labs,platelet_count,below,[,0.0,12.0,],"labs_platelet_count_[0.0,12.0]",0,1.0,1.0,added,7515.0,5.0,lab_platelet_count_below_0_to_43
labs,platelet_count,below,(,12.0,20.0,],"labs_platelet_count_(12.0,20.0]",0,1.0,,added,7139.0,5.0,lab_platelet_count_below_0_to_43
labs,platelet_count,below,(,20.0,29.0,],"labs_platelet_count_(20.0,29.0]",0,1.0,,added,7750.0,5.0,lab_platelet_count_below_0_to_43
labs,platelet_count,below,(,29.0,37.0,],"labs_platelet_count_(29.0,37.0]",0,1.0,,added,7904.0,5.0,lab_platelet_count_below_0_to_43
labs,platelet_count,below,(,37.0,43.0,],"labs_platelet_count_(37.0,43.0]",0,1.0,,added,6806.0,5.0,lab_platelet_count_below_0_to_43
labs,platelet_count,below,(,43.0,81.0,],"labs_platelet_count_(43.0,81.0]",0,,,,,,
labs,platelet_count,below,(,81.0,110.0,],"labs_platelet_count_(81.0,110.0]",0,,,,,,
labs,platelet_count,below,(,110.0,133.0,],"labs_platelet_count_(110.0,133.0]",0,,,,,,
labs,platelet_count,below,(,133.0,150.0,],"labs_platelet_count_(133.0,150.0]",0,,,,,,
labs,platelet_count,normal,(,150.0,182.0,],"labs_platelet_count_(150.0,182.0]",0,,,,,,
labs,platelet_count,normal,(,182.0,213.0,],"labs_platelet_count_(182.0,213.0]",0,,,,,,
labs,platelet_count,normal,(,213.0,245.0,],"labs_platelet_count_(213.0,245.0]",0,,,,,,
labs,platelet_count,normal,(,245.0,286.0,],"labs_platelet_count_(245.0,286.0]",0,,,,,,
labs,platelet_count,normal,(,286.0,350.0,],"labs_platelet_count_(286.0,350.0]",0,,,,,,
labs,platelet_count,above,(,350.0,372.0,],"labs_platelet_count_(350.0,372.0]",0,,,,,,
labs,platelet_count,above,(,372.0,400.0,],"labs_platelet_count_(372.0,400.0]",0,,,,,,
labs,platelet_count,above,(,400.0,442.0,],"labs_platelet_count_(400.0,442.0]",0,,,,,,
labs,platelet_count,above,(,442.0,513.0,],"labs_platelet_count_(442.0,513.0]",0,,,,,,
labs,platelet_count,above,(,513.0,1997.0,],"labs_platelet_count_(513.0,1997.0]",0,,,,,,
labs,po2_arterial,below,[,6.9,58.0,],"labs_po2_arterial_[6.9,58.0]",0,1.0,,,,,
labs,po2_arterial,below,(,58.0,66.0,],"labs_po2_arterial_(58.0,66.0]",0,,,,,,
labs,po2_arterial,below,(,66.0,71.0,],"labs_po2_arterial_(66.0,71.0]",0,,,,,,
labs,po2_arterial,below,(,71.0,76.0,],"labs_po2_arterial_(71.0,76.0]",0,,,,,,
labs,po2_arterial,below,(,76.0,80.0,],"labs_po2_arterial_(76.0,80.0]",0,,,,,,
labs,po2_arterial,normal,(,80.0,83.0,],"labs_po2_arterial_(80.0,83.0]",0,,,,,,
labs,po2_arterial,normal,(,83.0,87.0,],"labs_po2_arterial_(83.0,87.0]",0,,,,,,
labs,po2_arterial,normal,(,87.0,91.0,],"labs_po2_arterial_(87.0,91.0]",0,,,,,,
labs,po2_arterial,normal,(,91.0,96.0,],"labs_po2_arterial_(91.0,96.0]",0,,,,,,
labs,po2_arterial,normal,(,96.0,100.0,],"labs_po2_arterial_(96.0,100.0]",0,,,,,,
labs,po2_arterial,above,(,100.0,118.0,],"labs_po2_arterial_(100.0,118.0]",0,,,,,,
labs,po2_arterial,above,(,118.0,141.0,],"labs_po2_arterial_(118.0,141.0]",0,,,,,,
labs,po2_arterial,above,(,141.0,168.0,],"labs_po2_arterial_(141.0,168.0]",0,,,,,,
labs,po2_arterial,above,(,168.0,209.0,],"labs_po2_arterial_(168.0,209.0]",0,,,,,,
labs,po2_arterial,above,(,209.0,226.0,],"labs_po2_arterial_(209.0,226.0]",0,1.0,,added,5162.0,5.0,lab_po2_arterial_above_209_to_678
labs,po2_arterial,above,(,226.0,254.0,],"labs_po2_arterial_(226.0,254.0]",0,1.0,,added,5465.0,5.0,lab_po2_arterial_above_209_to_678
labs,po2_arterial,above,(,254.0,304.0,],"labs_po2_arterial_(254.0,304.0]",0,1.0,,added,5209.0,5.0,lab_po2_arterial_above_209_to_678
labs,po2_arterial,above,(,304.0,392.0,],"labs_po2_arterial_(304.0,392.0]",0,1.0,,added,5169.0,5.0,lab_po2_arterial_above_209_to_678
labs,po2_arterial,above,(,392.0,678.0,],"labs_po2_arterial_(392.0,678.0]",0,1.0,,added,5171.0,5.0,lab_po2_arterial_above_209_to_678
labs,potassium,below,[,1.1,3.1,],"labs_potassium_[1.1,3.1]",0,,,,,,
labs,potassium,below,(,3.1,3.3,],"labs_potassium_(3.1,3.3]",0,,,,,,
labs,potassium,below,(,3.3,3.4,],"labs_potassium_(3.3,3.4]",0,,,,,,
labs,potassium,below,(,3.4,3.5,],"labs_potassium_(3.4,3.5]",0,,,,,,
labs,potassium,normal,(,3.5,3.8,],"labs_potassium_(3.5,3.8]",0,,,,,,
labs,potassium,normal,(,3.8,4.0,],"labs_potassium_(3.8,4.0]",0,,,,,,
labs,potassium,normal,(,4.0,4.2,],"labs_potassium_(4.0,4.2]",0,,,,,,
labs,potassium,normal,(,4.2,4.4,],"labs_potassium_(4.2,4.4]",0,,,,,,
labs,potassium,normal,(,4.4,5.0,],"labs_potassium_(4.4,5.0]",0,,,,,,
labs,potassium,above,(,5.0,5.1,],"labs_potassium_(5.0,5.1]",0,,,,,,
labs,potassium,above,(,5.1,5.2,],"labs_potassium_(5.1,5.2]",0,,,,,,
labs,potassium,above,(,5.2,5.4,],"labs_potassium_(5.2,5.4]",0,,,,,,
labs,potassium,above,(,5.4,5.7,],"labs_potassium_(5.4,5.7]",0,,,,,,
labs,potassium,above,(,5.7,5.8,],"labs_potassium_(5.7,5.8]",0,1.0,,added,4087.0,5.0,lab_potassium_above_6_to_11
labs,potassium,above,(,5.8,5.9,],"labs_potassium_(5.8,5.9]",0,1.0,,added,3225.0,5.0,lab_potassium_above_6_to_11
labs,potassium,above,(,5.9,6.2,],"labs_potassium_(5.9,6.2]",0,1.0,,added,4375.0,5.0,lab_potassium_above_6_to_11
labs,potassium,above,(,6.2,6.6,],"labs_potassium_(6.2,6.6]",0,1.0,,added,2924.0,5.0,lab_potassium_above_6_to_11
labs,potassium,above,(,6.6,11.0,],"labs_potassium_(6.6,11.0]",0,1.0,,added,2891.0,5.0,lab_potassium_above_6_to_11
labs,procalcitonin,normal,[,0.0,0.02,],"labs_procalcitonin_[0.0,0.02]",0,,,,,,
